1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.15826220759395979, 0.05796281110898692, 0.01696912671181931, 0.5454545454545454, 0.0, 0.11728891851476077
0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4368691008773645, 0.11785685189425534, 0.19147150094361964, 0.2872727272727273, 1.0, 0.16663516475056095
0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.07042391897103571, 0.045806319033253065, 0.06571717297241822, 0.01090909090909091, 0.0, 0.07715142143112871
1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.943633743141082E-4, 0.011191514788791941, 3.6800630329087195E-4, 0.08727272727272728, 0.0, 0.015497177865841313
1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08239598420700954, 0.1896028928145171, 0.024230011305686215, 0.15272727272727274, 0.0, 0.07266453426555324
1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.15451542597575926, 0.018484387518623913, 0.017248993092108672, 0.05454545454545454, 0.0, 0.023978872837937034
0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20673635186174755, 0.06534491887237567, 0.05421158209066044, 0.2545454545454545, 0.0, 0.12506722445041182
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, -0.002478573844967196, -0.002478573844967196, -0.002312919651086344, 0.01090909090909091, 0.0, 2.887949730845251E-5
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0034336027582168196, -0.0034336027582168196, -0.003204119703606839, 0.16363636363636364, 0.0, 0.0215227887142589
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16610994964049122, 0.15955995835493908, 0.07313717511412597, 0.11636363636363636, 0.0, 0.1628004680859518
